order_id,ord_id,customer_id,cust_id,order_date,order_datetime,product_id,item_id,quantity,qty,unit_price,price,total_amount,order_total,shipping_cost,tax,discount,status,order_status,payment_method,shipping_address,notes,tracking_number
ORD_00129,129,191,CUST_0191,,2023-07-14T21:22:00.000Z,PROD_146,155,4,2,322.07,103.49,839.45,414.53,22.61,51.65,34.60,pending,returned,bank_transfer,7499 Oak Ave,Special delivery instructions,TRK988335
ORD_00130,130,343,CUST_0343,2023-05-15,,PROD_152,137,4,5,236.12,156.86,491.01,319.71,0.00,47.66,0.00,CANCELLED,delivered,paypal,3285 Main St,,
ORD_00131,131,110,CUST_0110,2023-05-07,2023-01-06T11:56:00.000Z,PROD_071,197,9,3,52.58,353.33,1040.37,535.01,12.06,17.64,47.80,SHIPPED,,credit_card,488 Main St,,
ORD_00132,132,92,CUST_0092,12/18/2023,2023-12-02T08:09:00.000Z,PROD_184,149,10,5,155.55,106.50,107.52,117.13,0.00,37.62,0.00,returned,SHIPPED,credit_card,7875 Pine Rd,,TRK682216
ORD_00133,133,418,CUST_0418,11/23/2023,2023-08-08T14:13:00.000Z,PROD_071,37,9,3,56.14,410.78,403.53,350.85,10.29,15.24,24.10,delivered,,credit_card,975 Pine Rd,,TRK884377
ORD_00134,134,379,CUST_0379,2023-08-08,,PROD_073,21,8,5,141.48,254.61,432.77,361.41,18.04,28.10,0.00,,,credit_card,819 Main St,,
ORD_00135,135,461,CUST_0461,2023-11-27,2023-03-24T23:58:00.000Z,PROD_093,112,4,4,168.10,129.53,230.96,397.53,11.61,12.40,26.86,,pending,credit_card,8465 Main St,,
ORD_00136,136,358,CUST_0358,2/8/2023,2023-05-28T17:31:00.000Z,PROD_093,172,2,5,265.75,61.12,1018.38,63.03,13.11,17.55,0.00,,processing,bank_transfer,4321 Oak Ave,,
ORD_00137,137,108,CUST_0108,11/27/2023,2023-06-20T16:52:00.000Z,PROD_013,96,9,4,205.21,357.08,416.41,641.02,0.00,5.11,0.00,returned,pending,paypal,7735 Main St,,TRK677747
ORD_00138,138,324,CUST_0324,9/13/2023,2023-05-11T16:00:00.000Z,PROD_051,93,5,1,18.60,330.58,170.64,446.61,9.52,49.85,0.00,delivered,,paypal,7772 Pine Rd,,
ORD_00139,139,465,CUST_0465,12/25/2023,2023-01-10T10:39:00.000Z,PROD_112,30,9,3,478.98,242.40,882.74,614.52,18.63,24.59,0.00,pending,delivered,bank_transfer,6330 Pine Rd,Special delivery instructions,TRK885995
ORD_00140,140,365,CUST_0365,2023-10-24,2023-09-12T22:51:00.000Z,PROD_018,166,2,5,10.03,341.99,352.11,345.98,23.09,46.65,0.00,returned,delivered,bank_transfer,582 Oak Ave,,
ORD_00141,141,463,CUST_0463,12/24/2023,,PROD_056,30,3,1,230.51,24.21,543.63,202.11,21.63,18.74,42.08,SHIPPED,pending,debit_card,4803 Main St,,TRK877078
ORD_00142,142,379,CUST_0379,2023-01-04,2023-04-02T06:18:00.000Z,PROD_007,80,7,3,283.29,129.90,416.14,284.80,0.00,6.10,26.99,returned,returned,paypal,2968 Pine Rd,,TRK748114
ORD_00143,143,426,CUST_0426,2023-11-13,2023-05-14T09:46:00.000Z,PROD_019,43,2,3,176.70,42.12,512.20,315.64,19.70,6.26,0.00,,delivered,paypal,7167 Pine Rd,,TRK419662
ORD_00144,144,125,CUST_0125,2023-11-05,2023-07-07T03:44:00.000Z,PROD_066,161,4,2,226.94,306.14,637.04,76.22,15.45,29.58,0.00,returned,returned,credit_card,9465 Pine Rd,,TRK300443
ORD_00145,145,286,CUST_0286,4/1/2023,,PROD_092,101,5,3,231.01,84.40,443.04,429.30,8.14,39.89,0.00,processing,processing,debit_card,5954 Pine Rd,Special delivery instructions,TRK408997
ORD_00146,146,169,CUST_0169,8/15/2023,2023-03-11T16:09:00.000Z,PROD_067,163,4,4,76.52,15.16,1049.51,104.46,21.40,3.28,0.00,SHIPPED,SHIPPED,bank_transfer,8688 Oak Ave,,TRK115577
ORD_00147,147,260,CUST_0260,2023-03-19,2023-06-12T02:25:00.000Z,PROD_074,90,4,1,393.96,90.53,813.83,786.18,0.00,39.76,6.47,processing,processing,debit_card,3740 Pine Rd,,TRK954718
ORD_00148,148,316,CUST_0316,2023-12-06,2023-09-23T08:14:00.000Z,PROD_185,43,8,3,70.89,150.96,733.37,513.65,5.01,35.69,0.00,SHIPPED,delivered,paypal,6596 Main St,,TRK845492
ORD_00149,149,404,CUST_0404,6/9/2023,2023-07-31T20:36:00.000Z,PROD_113,51,3,3,345.39,66.52,644.35,838.68,24.78,20.13,0.00,SHIPPED,pending,credit_card,6886 Oak Ave,,TRK843693
ORD_00150,150,25,CUST_0025,11/6/2023,2023-09-23T07:41:00.000Z,PROD_080,28,8,2,402.76,230.07,550.07,79.01,16.86,4.62,0.00,,CANCELLED,paypal,3197 Pine Rd,,
ORD_00151,151,360,CUST_0360,6/24/2023,2023-03-21T03:33:00.000Z,PROD_046,97,9,4,165.65,144.10,777.80,566.12,19.31,3.60,0.00,delivered,processing,credit_card,8983 Pine Rd,Special delivery instructions,TRK179830
ORD_00152,152,411,CUST_0411,11/6/2023,2023-03-08T19:47:00.000Z,PROD_075,99,7,5,215.69,119.69,472.54,239.25,5.11,36.89,0.00,CANCELLED,,debit_card,5888 Pine Rd,Special delivery instructions,
ORD_00153,153,116,CUST_0116,6/28/2023,2023-08-02T02:07:00.000Z,PROD_029,117,5,5,334.91,309.57,222.03,233.77,11.78,22.22,0.00,processing,pending,paypal,4228 Oak Ave,,TRK607578
ORD_00154,154,491,CUST_0491,8/21/2023,2023-08-28T00:26:00.000Z,PROD_016,172,10,4,413.40,388.02,185.27,827.91,19.74,46.12,0.00,,,bank_transfer,6606 Main St,,TRK226324
ORD_00155,155,3,CUST_0003,,,PROD_098,56,5,3,467.02,193.94,271.06,130.38,5.38,10.14,6.65,,CANCELLED,bank_transfer,309 Main St,,TRK123617
ORD_00156,156,388,CUST_0388,7/27/2023,2023-04-18T00:07:00.000Z,PROD_046,14,9,3,391.66,404.95,606.06,264.98,11.30,14.23,45.01,CANCELLED,CANCELLED,paypal,9043 Oak Ave,,TRK592250
ORD_00157,157,272,CUST_0272,4/28/2023,2023-12-18T14:30:00.000Z,PROD_079,90,9,1,503.67,192.58,786.38,225.54,8.23,9.16,0.00,,processing,paypal,9355 Oak Ave,,TRK383046
ORD_00158,158,89,CUST_0089,4/1/2023,2023-12-27T11:13:00.000Z,PROD_010,124,1,3,57.28,399.68,547.59,88.65,0.00,27.82,0.00,CANCELLED,SHIPPED,credit_card,9372 Main St,,TRK197372
ORD_00159,159,92,CUST_0092,11/17/2023,2023-10-03T06:15:00.000Z,PROD_032,130,10,2,149.26,174.85,427.32,255.37,5.87,37.94,0.00,processing,pending,paypal,7959 Main St,,
ORD_00160,160,157,CUST_0157,8/5/2023,2023-12-24T11:19:00.000Z,PROD_130,12,4,3,62.70,356.92,1024.97,694.09,6.23,41.46,0.00,returned,,debit_card,7355 Main St,,
ORD_00161,161,246,CUST_0246,1/13/2023,2023-05-17T19:37:00.000Z,PROD_179,165,7,5,288.52,131.72,247.76,361.72,11.35,51.64,0.00,SHIPPED,pending,cash,222 Pine Rd,,TRK363562
ORD_00162,162,45,CUST_0045,2023-10-17,2023-04-01T14:28:00.000Z,PROD_188,73,4,1,405.91,189.22,912.63,349.94,21.83,21.68,0.00,,processing,credit_card,6987 Main St,,TRK181295
ORD_00163,163,340,CUST_0340,4/27/2023,,PROD_020,21,3,5,313.07,412.28,991.88,266.23,22.14,24.49,0.00,CANCELLED,SHIPPED,bank_transfer,1802 Main St,,
ORD_00164,164,391,CUST_0391,10/18/2023,2023-05-22T07:03:00.000Z,PROD_180,144,10,3,406.46,334.58,607.17,109.31,15.95,51.61,7.00,pending,returned,credit_card,4672 Main St,,
ORD_00165,165,469,CUST_0469,4/21/2023,2023-07-08T20:04:00.000Z,PROD_045,42,5,1,336.74,370.94,586.76,171.06,15.18,13.64,0.00,processing,,bank_transfer,645 Pine Rd,,TRK501740
ORD_00166,166,382,CUST_0382,2023-03-09,2023-02-24T15:39:00.000Z,PROD_030,36,5,3,439.02,108.15,657.88,465.95,0.00,42.50,0.00,pending,delivered,debit_card,9837 Oak Ave,,TRK359122
ORD_00167,167,498,CUST_0498,2023-05-01,2023-10-22T12:28:00.000Z,PROD_086,106,5,4,369.77,401.90,746.89,592.09,14.10,23.65,0.00,delivered,delivered,bank_transfer,3242 Oak Ave,,
ORD_00168,168,495,CUST_0495,,2023-05-01T21:43:00.000Z,PROD_043,55,8,1,139.56,391.91,611.61,806.13,13.90,37.12,0.00,CANCELLED,processing,bank_transfer,4906 Pine Rd,,TRK233267
ORD_00169,169,83,CUST_0083,1/18/2023,2023-11-11T13:59:00.000Z,PROD_118,74,4,1,182.07,205.69,701.83,451.70,23.38,22.88,0.00,SHIPPED,,credit_card,6174 Pine Rd,,TRK366922
ORD_00170,170,151,CUST_0151,2023-04-27,,PROD_021,173,10,2,235.54,241.85,67.16,413.42,0.00,8.30,0.00,delivered,,credit_card,7764 Oak Ave,Special delivery instructions,
ORD_00171,171,368,CUST_0368,4/28/2023,2023-10-22T16:03:00.000Z,PROD_042,84,9,1,418.53,177.82,327.16,104.49,0.00,4.57,6.24,delivered,,debit_card,1804 Oak Ave,Special delivery instructions,
ORD_00172,172,364,CUST_0364,,2023-07-03T05:51:00.000Z,PROD_109,129,1,3,288.94,334.04,86.26,806.78,0.00,4.45,0.00,SHIPPED,returned,credit_card,4202 Pine Rd,,
ORD_00173,173,179,CUST_0179,4/9/2023,2023-09-10T17:44:00.000Z,PROD_012,133,1,3,342.39,50.34,616.71,724.94,23.73,6.69,0.00,CANCELLED,delivered,debit_card,7389 Oak Ave,Special delivery instructions,
ORD_00174,174,222,CUST_0222,2023-12-05,2023-03-27T01:10:00.000Z,PROD_052,81,1,1,123.03,336.96,895.42,260.93,6.72,29.77,0.00,,CANCELLED,cash,4184 Main St,,TRK992939
ORD_00175,175,365,CUST_0365,4/9/2023,2023-05-21T21:23:00.000Z,PROD_115,70,5,5,327.76,230.49,289.30,776.49,7.31,41.79,0.00,SHIPPED,,cash,9426 Main St,,TRK429239
ORD_00176,176,395,CUST_0395,8/7/2023,2023-01-11T16:03:00.000Z,PROD_167,118,4,3,319.87,177.27,861.91,828.22,0.00,15.36,0.51,pending,SHIPPED,debit_card,8068 Oak Ave,,TRK596699
ORD_00177,177,128,CUST_0128,,2023-04-02T07:30:00.000Z,PROD_172,190,10,2,354.87,209.06,538.08,671.63,9.86,41.54,32.76,processing,,paypal,3229 Pine Rd,,TRK227903
ORD_00178,178,493,CUST_0493,2023-04-20,2023-06-28T11:20:00.000Z,PROD_058,84,8,2,286.93,315.37,575.03,556.10,12.42,8.26,46.29,returned,returned,bank_transfer,5027 Pine Rd,,
ORD_00179,179,99,CUST_0099,10/5/2023,2023-11-08T21:39:00.000Z,PROD_020,131,7,3,78.32,167.68,720.18,546.86,0.00,29.32,0.00,CANCELLED,,credit_card,3249 Oak Ave,Special delivery instructions,TRK796777
ORD_00180,180,141,CUST_0141,2023-08-10,,PROD_119,152,9,3,28.60,63.31,1014.38,101.42,13.79,10.61,0.00,processing,CANCELLED,credit_card,5551 Pine Rd,,TRK730588
ORD_00181,181,406,CUST_0406,2023-08-13,2023-11-07T21:18:00.000Z,PROD_110,182,10,1,45.80,280.80,567.38,380.87,10.51,9.20,0.00,processing,processing,bank_transfer,2531 Main St,,TRK421764
ORD_00182,182,243,CUST_0243,2023-05-13,,PROD_169,40,10,4,42.73,274.09,413.30,414.37,17.18,45.43,0.00,pending,CANCELLED,bank_transfer,7915 Main St,,
ORD_00183,183,191,CUST_0191,,2023-11-01T11:44:00.000Z,PROD_091,61,3,2,296.12,262.02,867.12,53.24,0.00,3.61,0.00,,SHIPPED,credit_card,6533 Oak Ave,,TRK878629
ORD_00184,184,66,CUST_0066,8/21/2023,2023-05-19T02:24:00.000Z,PROD_186,121,3,2,129.56,262.75,659.36,450.88,0.00,40.95,0.00,delivered,pending,credit_card,3683 Oak Ave,,
ORD_00185,185,96,CUST_0096,4/3/2023,,PROD_078,42,5,4,239.18,214.54,542.16,661.44,22.83,6.89,41.96,returned,SHIPPED,bank_transfer,3426 Main St,,TRK336605
ORD_00186,186,243,CUST_0243,10/8/2023,2023-03-17T02:42:00.000Z,PROD_139,62,1,5,218.41,296.63,523.29,636.11,14.23,37.16,0.00,,SHIPPED,credit_card,8785 Main St,,
ORD_00187,187,426,CUST_0426,2023-05-23,2023-12-07T21:53:00.000Z,PROD_019,139,1,2,325.62,367.89,333.09,682.50,10.33,5.47,0.00,delivered,SHIPPED,paypal,5288 Pine Rd,,
ORD_00188,188,122,CUST_0122,1/25/2023,2023-09-01T05:59:00.000Z,PROD_117,101,5,3,324.78,229.92,73.21,462.69,15.88,51.66,0.00,SHIPPED,returned,paypal,958 Pine Rd,Special delivery instructions,TRK895689
ORD_00189,189,14,CUST_0014,2023-06-06,,PROD_048,177,10,2,96.55,369.45,69.88,735.57,16.69,38.12,0.00,delivered,CANCELLED,paypal,8600 Pine Rd,,TRK396564
ORD_00190,190,322,CUST_0322,2023-01-03,2023-01-24T03:11:00.000Z,PROD_043,5,1,5,243.52,396.04,188.27,757.29,24.99,22.06,41.61,pending,delivered,cash,4871 Oak Ave,,TRK823739
ORD_00191,191,439,CUST_0439,7/28/2023,2023-10-19T00:57:00.000Z,PROD_027,165,10,3,318.26,388.26,887.77,168.27,7.35,29.45,12.19,CANCELLED,SHIPPED,credit_card,1778 Pine Rd,,
ORD_00192,192,110,CUST_0110,10/9/2023,2023-09-11T21:25:00.000Z,PROD_166,180,2,1,252.38,161.81,894.89,64.47,7.60,15.19,0.00,CANCELLED,,bank_transfer,9089 Main St,,
ORD_00193,193,427,CUST_0427,,2023-04-05T09:07:00.000Z,PROD_140,147,5,4,120.28,159.93,1001.07,810.70,0.00,20.29,0.00,pending,SHIPPED,cash,7997 Pine Rd,,TRK444686
ORD_00194,194,343,CUST_0343,2023-07-08,2023-03-14T06:21:00.000Z,PROD_173,16,10,4,295.71,371.51,238.83,642.68,12.13,17.40,0.00,returned,returned,debit_card,8493 Oak Ave,,TRK519469
ORD_00195,195,137,CUST_0137,5/3/2023,2023-09-17T23:56:00.000Z,PROD_066,172,6,1,95.67,153.35,885.61,402.55,0.00,35.03,22.86,CANCELLED,CANCELLED,paypal,2502 Main St,Special delivery instructions,
ORD_00196,196,383,CUST_0383,2023-06-05,2023-04-03T17:18:00.000Z,PROD_092,173,8,2,62.84,77.94,164.26,598.23,8.28,17.70,0.00,pending,processing,bank_transfer,998 Pine Rd,,
ORD_00197,197,338,CUST_0338,2023-07-26,2023-01-23T06:24:00.000Z,PROD_155,137,3,3,306.42,370.63,1029.13,298.01,22.97,19.23,0.00,returned,processing,paypal,7348 Pine Rd,,TRK234310
ORD_00198,198,477,CUST_0477,2023-08-08,,PROD_086,83,9,4,62.82,253.49,400.50,236.09,0.00,9.90,0.00,CANCELLED,pending,cash,4606 Oak Ave,,TRK413979
ORD_00199,199,122,CUST_0122,9/25/2023,2023-03-16T00:44:00.000Z,PROD_035,46,4,2,467.39,375.35,866.95,645.45,19.05,7.44,0.00,pending,CANCELLED,credit_card,7513 Main St,,
ORD_00200,200,377,CUST_0377,2023-02-07,2023-04-07T23:04:00.000Z,PROD_168,8,5,2,321.09,171.66,612.50,243.51,18.39,35.28,0.00,,processing,bank_transfer,7038 Oak Ave,,TRK463241
ORD_00201,201,402,CUST_0402,6/24/2023,,PROD_118,104,6,3,299.20,272.73,481.36,209.45,10.56,35.25,0.00,returned,processing,bank_transfer,3473 Main St,Special delivery instructions,TRK326436
ORD_00202,202,339,CUST_0339,12/22/2023,2023-04-14T21:50:00.000Z,PROD_191,199,5,5,192.54,233.85,95.57,647.86,21.22,21.84,33.40,CANCELLED,,bank_transfer,9797 Pine Rd,,TRK415026
ORD_00203,203,194,CUST_0194,2023-06-21,2023-01-12T00:25:00.000Z,PROD_195,77,3,4,391.78,123.33,397.40,669.07,0.00,47.37,0.00,processing,SHIPPED,paypal,1700 Pine Rd,,TRK832750
ORD_00204,204,79,CUST_0079,7/22/2023,,PROD_166,110,9,3,494.47,154.85,1030.12,197.96,5.13,32.56,49.87,processing,delivered,credit_card,765 Pine Rd,,TRK346755
ORD_00205,205,182,CUST_0182,2023-04-30,2023-08-02T21:43:00.000Z,PROD_041,81,8,3,78.28,274.28,249.50,617.82,0.00,50.00,30.29,CANCELLED,processing,bank_transfer,9090 Pine Rd,,
ORD_00206,206,132,CUST_0132,10/24/2023,2023-04-07T23:08:00.000Z,PROD_051,147,10,2,15.22,58.05,192.30,604.63,11.35,46.89,41.73,,SHIPPED,debit_card,7754 Pine Rd,,TRK924552
ORD_00207,207,492,CUST_0492,2023-08-17,2023-02-02T10:24:00.000Z,PROD_125,180,7,2,333.82,200.53,125.32,472.60,20.19,22.13,0.00,processing,returned,credit_card,2054 Pine Rd,,
ORD_00208,208,313,CUST_0313,7/18/2023,,PROD_198,27,4,1,500.99,319.82,302.29,649.79,0.00,2.81,0.00,SHIPPED,pending,credit_card,2902 Oak Ave,,TRK152242
ORD_00209,209,107,CUST_0107,5/1/2023,2023-11-07T05:21:00.000Z,PROD_155,193,10,5,165.95,380.00,359.92,75.34,9.43,28.18,0.00,processing,processing,debit_card,8640 Main St,,TRK989623
ORD_00210,210,202,CUST_0202,2023-11-21,2023-08-08T08:50:00.000Z,PROD_087,126,3,2,326.51,322.77,421.54,701.73,17.60,42.78,11.95,,pending,cash,6113 Pine Rd,Special delivery instructions,
ORD_00211,211,472,CUST_0472,11/13/2023,2023-12-24T08:06:00.000Z,PROD_043,11,9,5,259.41,366.37,180.76,503.76,10.33,30.17,0.00,CANCELLED,delivered,credit_card,3151 Main St,,TRK834089
ORD_00212,212,305,CUST_0305,2023-05-02,2023-10-13T09:05:00.000Z,PROD_180,9,4,4,224.96,252.58,906.02,108.16,19.53,46.61,0.00,processing,processing,credit_card,3288 Oak Ave,,TRK645971
ORD_00213,213,30,CUST_0030,5/13/2023,2023-12-11T14:09:00.000Z,PROD_191,54,3,1,366.54,104.06,330.01,548.29,6.46,2.09,0.00,pending,CANCELLED,debit_card,1896 Main St,Special delivery instructions,
ORD_00214,214,383,CUST_0383,10/25/2023,2023-07-24T22:20:00.000Z,PROD_107,4,3,3,311.99,395.93,352.53,108.33,18.29,49.85,0.00,CANCELLED,delivered,paypal,5225 Main St,,TRK290761
ORD_00215,215,60,CUST_0060,2023-06-17,2023-09-10T06:23:00.000Z,PROD_002,118,2,1,208.92,36.64,597.00,191.08,20.37,19.18,0.00,delivered,SHIPPED,cash,7771 Main St,,
ORD_00216,216,422,CUST_0422,,2023-02-27T11:27:00.000Z,PROD_088,176,5,3,67.22,381.77,436.62,172.41,8.61,27.18,15.65,SHIPPED,,bank_transfer,4030 Pine Rd,,TRK717969
ORD_00217,217,14,CUST_0014,,2023-09-12T14:25:00.000Z,PROD_108,5,4,4,399.30,372.07,86.40,561.73,9.64,9.70,39.15,CANCELLED,processing,paypal,3984 Oak Ave,,TRK426181
ORD_00218,218,255,CUST_0255,5/22/2023,,PROD_088,174,6,1,402.86,235.22,984.87,823.16,19.46,27.66,13.69,pending,pending,credit_card,4975 Main St,,
ORD_00219,219,171,CUST_0171,,2023-04-26T10:55:00.000Z,PROD_065,1,2,2,31.38,303.02,681.53,44.70,24.04,18.12,39.12,,delivered,credit_card,6301 Pine Rd,,
ORD_00220,220,219,CUST_0219,4/9/2023,,PROD_060,34,2,5,169.40,119.00,703.67,385.68,20.41,20.51,0.00,pending,CANCELLED,paypal,5568 Main St,,
ORD_00221,221,456,CUST_0456,2023-03-16,2023-06-22T09:19:00.000Z,PROD_112,53,5,1,367.34,358.53,188.73,578.60,9.13,40.01,0.00,CANCELLED,returned,cash,1937 Pine Rd,,
ORD_00222,222,222,CUST_0222,9/9/2023,2023-10-10T10:59:00.000Z,PROD_187,150,3,1,336.67,152.93,634.69,602.86,10.19,6.43,28.70,delivered,,bank_transfer,1514 Main St,,TRK109401
ORD_00223,223,206,CUST_0206,6/28/2023,2023-09-12T23:34:00.000Z,PROD_123,94,5,5,258.03,62.52,1043.16,214.21,16.13,46.73,0.00,returned,pending,bank_transfer,76 Pine Rd,Special delivery instructions,TRK719858
ORD_00224,224,166,CUST_0166,7/16/2023,2023-06-16T21:21:00.000Z,PROD_123,91,2,4,336.23,191.42,306.24,316.39,21.39,9.14,0.00,returned,SHIPPED,cash,1559 Main St,,
ORD_00225,225,444,CUST_0444,1/27/2023,2023-03-20T12:19:00.000Z,PROD_039,117,5,5,155.36,203.17,684.52,312.49,9.54,12.46,7.38,pending,returned,bank_transfer,8039 Main St,,TRK996865
ORD_00226,226,329,CUST_0329,7/3/2023,2023-07-15T14:48:00.000Z,PROD_066,200,3,4,97.78,141.03,51.45,826.51,16.58,33.50,36.92,,pending,paypal,3122 Oak Ave,,TRK104795
ORD_00227,227,303,CUST_0303,,2023-03-23T13:17:00.000Z,PROD_031,14,5,5,404.24,59.39,108.50,163.16,6.99,10.34,0.00,SHIPPED,returned,paypal,4544 Oak Ave,,
ORD_00228,228,42,CUST_0042,10/18/2023,,PROD_138,20,2,3,208.53,307.35,582.73,53.60,11.60,14.48,0.00,CANCELLED,pending,cash,3626 Oak Ave,,
ORD_00229,229,234,CUST_0234,7/14/2023,,PROD_102,76,1,3,77.76,321.64,743.42,807.88,14.17,45.71,0.00,pending,,paypal,9850 Oak Ave,,TRK403042
ORD_00230,230,80,CUST_0080,7/26/2023,2023-08-15T20:19:00.000Z,PROD_199,184,4,3,204.21,374.95,782.33,541.99,0.00,44.62,0.00,,returned,bank_transfer,805 Pine Rd,Special delivery instructions,TRK247807
ORD_00231,231,320,CUST_0320,9/17/2023,2023-07-11T08:20:00.000Z,PROD_047,103,4,1,160.01,124.49,692.01,80.27,6.42,33.51,0.00,delivered,CANCELLED,paypal,6891 Oak Ave,,
ORD_00232,232,164,CUST_0164,10/4/2023,2023-06-04T16:15:00.000Z,PROD_127,134,4,2,416.38,175.50,127.78,761.64,23.21,28.72,0.00,,CANCELLED,credit_card,4464 Main St,Special delivery instructions,
ORD_00233,233,235,CUST_0235,6/25/2023,2023-08-07T23:04:00.000Z,PROD_057,129,8,4,119.81,282.96,675.30,467.89,0.00,25.41,0.00,delivered,SHIPPED,debit_card,6438 Main St,,
ORD_00234,234,376,CUST_0376,4/23/2023,2023-12-18T03:14:00.000Z,PROD_175,122,4,5,381.42,202.79,822.10,407.56,0.00,2.36,0.00,delivered,,cash,2582 Oak Ave,,TRK241118
ORD_00235,235,185,CUST_0185,2023-09-04,2023-06-24T07:31:00.000Z,PROD_011,81,10,2,128.98,279.83,241.87,373.35,0.00,48.48,0.00,pending,CANCELLED,bank_transfer,408 Main St,,TRK168682
ORD_00236,236,156,CUST_0156,1/28/2023,2023-01-12T06:38:00.000Z,PROD_055,186,6,1,473.71,330.95,370.37,257.60,0.00,15.76,3.51,delivered,delivered,paypal,5637 Pine Rd,Special delivery instructions,
ORD_00237,237,254,CUST_0254,9/23/2023,2023-11-24T19:58:00.000Z,PROD_110,105,2,3,475.17,260.40,276.28,233.75,18.31,4.46,0.00,SHIPPED,delivered,bank_transfer,5388 Main St,Special delivery instructions,TRK445944
ORD_00238,238,213,CUST_0213,11/4/2023,2023-02-08T08:48:00.000Z,PROD_174,146,9,3,286.07,80.13,464.73,131.69,19.71,30.75,0.00,delivered,pending,credit_card,5849 Pine Rd,,
ORD_00239,239,357,CUST_0357,2/19/2023,,PROD_103,63,4,1,19.73,52.69,462.49,391.38,0.00,43.89,0.00,SHIPPED,returned,paypal,5276 Main St,,TRK130705
ORD_00240,240,452,CUST_0452,2023-01-03,2023-05-09T18:00:00.000Z,PROD_163,161,7,3,200.08,147.67,499.89,409.85,0.00,4.33,0.00,,processing,credit_card,5749 Pine Rd,,TRK460220
ORD_00241,241,192,CUST_0192,2023-05-20,2023-04-10T19:42:00.000Z,PROD_034,180,4,5,326.54,196.70,483.66,750.83,6.79,4.26,8.42,SHIPPED,SHIPPED,credit_card,4848 Main St,,
ORD_00242,242,19,CUST_0019,2023-03-02,,PROD_053,4,3,4,68.24,103.55,913.68,245.60,0.00,40.55,0.00,SHIPPED,SHIPPED,cash,709 Main St,,TRK807389
ORD_00243,243,193,CUST_0193,2023-02-27,2023-03-28T04:26:00.000Z,PROD_194,81,2,1,201.51,114.06,87.80,249.63,17.15,19.95,39.77,returned,SHIPPED,paypal,6929 Pine Rd,,TRK776739
ORD_00244,244,298,CUST_0298,2023-08-20,,PROD_192,46,7,1,305.92,312.94,309.98,834.29,8.82,19.57,29.82,processing,pending,cash,7942 Oak Ave,,TRK792228
ORD_00245,245,292,CUST_0292,2023-10-17,2023-02-01T08:50:00.000Z,PROD_024,110,1,1,164.62,248.51,753.13,540.34,6.30,31.34,26.97,,,debit_card,2832 Oak Ave,,
ORD_00246,246,165,CUST_0165,2/6/2023,2023-01-14T04:21:00.000Z,PROD_039,127,6,2,124.51,176.97,885.26,544.45,0.00,48.58,5.46,,CANCELLED,debit_card,3929 Main St,,
ORD_00247,247,302,CUST_0302,2023-10-31,2023-03-21T19:06:00.000Z,PROD_160,175,8,2,272.66,371.05,361.14,579.99,18.62,49.45,0.00,,CANCELLED,paypal,4401 Pine Rd,,TRK981165
ORD_00248,248,28,CUST_0028,,2023-11-09T14:00:00.000Z,PROD_100,104,8,4,282.38,56.38,145.65,103.83,24.93,10.16,0.00,SHIPPED,CANCELLED,credit_card,7589 Oak Ave,,
ORD_00249,249,417,CUST_0417,1/1/2023,2023-12-26T04:12:00.000Z,PROD_083,186,1,3,313.12,380.90,613.99,150.07,7.11,50.86,0.00,SHIPPED,delivered,cash,4805 Main St,Special delivery instructions,
ORD_00250,250,37,CUST_0037,12/28/2023,2023-10-13T17:05:00.000Z,PROD_036,138,6,1,365.47,315.24,193.65,532.71,0.00,21.98,0.00,SHIPPED,pending,credit_card,926 Main St,,
ORD_00251,251,73,CUST_0073,8/24/2023,2023-03-17T01:10:00.000Z,PROD_011,129,4,3,231.94,73.12,545.33,399.82,21.24,41.45,11.05,SHIPPED,CANCELLED,paypal,6687 Main St,,
ORD_00252,252,473,CUST_0473,2023-05-25,2023-06-18T21:34:00.000Z,PROD_184,105,5,2,87.42,116.25,970.67,819.03,16.67,45.83,26.94,processing,SHIPPED,debit_card,8645 Pine Rd,Special delivery instructions,TRK999885
ORD_00253,253,490,CUST_0490,11/4/2023,2023-04-22T01:24:00.000Z,PROD_117,104,8,2,378.99,68.77,684.11,525.81,10.94,36.15,0.00,,pending,cash,8886 Oak Ave,,TRK286771
ORD_00254,254,275,CUST_0275,11/11/2023,,PROD_012,147,10,2,425.65,206.92,643.69,611.62,6.58,31.56,36.79,SHIPPED,,debit_card,1766 Pine Rd,Special delivery instructions,TRK929302
ORD_00255,255,69,CUST_0069,3/24/2023,2023-05-23T20:05:00.000Z,PROD_180,35,5,4,284.76,237.05,914.99,730.63,8.96,44.95,37.35,CANCELLED,delivered,paypal,3044 Oak Ave,Special delivery instructions,
ORD_00256,256,99,CUST_0099,2023-06-02,2023-11-18T14:22:00.000Z,PROD_103,187,7,4,161.09,334.84,871.20,212.21,23.15,5.39,7.00,SHIPPED,processing,credit_card,2064 Pine Rd,Special delivery instructions,TRK318988
ORD_00257,257,487,CUST_0487,3/18/2023,,PROD_078,109,5,1,283.99,332.85,874.48,276.76,13.19,39.40,3.35,processing,returned,bank_transfer,7486 Oak Ave,,TRK214602
ORD_00258,258,500,CUST_0500,2023-10-03,2023-01-24T11:05:00.000Z,PROD_138,153,5,4,132.66,16.65,998.36,722.08,18.86,43.17,0.00,SHIPPED,,debit_card,9427 Main St,,TRK117444
